ENSEMBL1,ENSEMBL2,SYMBOL
ENST00000498020.1,ENSG00000242574.9,HLA-DMB
ENST00000418107.3,ENSG00000242574.9,HLA-DMB
ENST00000429234.1,ENSG00000248993.1,AL645941.2
ENST00000480785.5,ENSG00000204257.15,HLA-DMA
ENST00000395305.7,ENSG00000204257.15,HLA-DMA
ENST00000395303.7,ENSG00000204257.15,HLA-DMA
ENST00000477541.1,ENSG00000204257.15,HLA-DMA
ENST00000374843.9,ENSG00000204257.15,HLA-DMA
ENST00000464392.1,ENSG00000204257.15,HLA-DMA
ENST00000456800.1,ENSG00000204257.15,HLA-DMA
ENST00000422832.1,ENSG00000204257.15,HLA-DMA
ENST00000475627.1,ENSG00000204257.15,HLA-DMA
ENST00000374825.9,ENSG00000204256.13,BRD2
ENST00000496118.2,ENSG00000204256.13,BRD2
ENST00000456339.5,ENSG00000204256.13,BRD2
ENST00000580234.1,ENSG00000204256.13,BRD2
ENST00000584808.1,ENSG00000204256.13,BRD2
ENST00000374831.8,ENSG00000204256.13,BRD2
ENST00000581002.1,ENSG00000204256.13,BRD2
ENST00000495733.5,ENSG00000204256.13,BRD2
ENST00000482914.5,ENSG00000204256.13,BRD2
ENST00000607833.5,ENSG00000204256.13,BRD2
ENST00000395287.5,ENSG00000204256.13,BRD2
ENST00000449025.5,ENSG00000204256.13,BRD2
ENST00000449085.3,ENSG00000204256.13,BRD2
ENST00000464592.5,ENSG00000204256.13,BRD2
ENST00000606059.1,ENSG00000204256.13,BRD2
ENST00000481259.1,ENSG00000204256.13,BRD2
ENST00000463639.1,ENSG00000204256.13,BRD2
ENST00000469132.1,ENSG00000204256.13,BRD2
ENST00000482838.1,ENSG00000204256.13,BRD2
ENST00000415875.2,ENSG00000223837.2,AL645941.1
ENST00000580587.1,ENSG00000263756.1,AL645941.3
ENST00000229829.7,ENSG00000204252.14,HLA-DOA
ENST00000490305.5,ENSG00000204252.14,HLA-DOA
ENST00000485901.1,ENSG00000204252.14,HLA-DOA
ENST00000495532.1,ENSG00000204252.14,HLA-DOA
ENST00000374813.1,ENSG00000204252.14,HLA-DOA
ENST00000467465.1,ENSG00000204252.14,HLA-DOA
ENST00000419277.5,ENSG00000231389.7,HLA-DPA1
ENST00000479107.1,ENSG00000231389.7,HLA-DPA1
ENST00000437811.1,ENSG00000231389.7,HLA-DPA1
ENST00000453337.1,ENSG00000231389.7,HLA-DPA1
ENST00000476642.5,ENSG00000231389.7,HLA-DPA1
ENST00000463066.1,ENSG00000231389.7,HLA-DPA1
ENST00000417724.1,ENSG00000231389.7,HLA-DPA1
ENST00000418931.7,ENSG00000223865.11,HLA-DPB1
ENST00000469120.1,ENSG00000223865.11,HLA-DPB1
ENST00000471184.5,ENSG00000223865.11,HLA-DPB1
ENST00000488575.1,ENSG00000223865.11,HLA-DPB1
ENST00000498038.1,ENSG00000223865.11,HLA-DPB1
ENST00000428835.5,ENSG00000223865.11,HLA-DPB1
ENST00000416804.1,ENSG00000223865.11,HLA-DPB1
ENST00000478189.1,ENSG00000223865.11,HLA-DPB1
ENST00000439737.1,ENSG00000224796.1,RPL32P1
ENST00000433582.1,ENSG00000231461.1,HLA-DPA2
ENST00000441798.1,ENSG00000228688.1,COL11A2P1
ENST00000435074.5,ENSG00000224557.7,HLA-DPB2
ENST00000470997.1,ENSG00000224557.7,HLA-DPB2
ENST00000454398.1,ENSG00000237398.1,HLA-DPA3
ENST00000414398.1,ENSG00000230313.1,HCG24
ENST00000374708.8,ENSG00000204248.10,COL11A2
ENST00000341947.6,ENSG00000204248.10,COL11A2
ENST00000361917.5,ENSG00000204248.10,COL11A2
ENST00000477772.1,ENSG00000204248.10,COL11A2
ENST00000457788.5,ENSG00000204248.10,COL11A2
ENST00000395194.1,ENSG00000204248.10,COL11A2
ENST00000374685.8,ENSG00000204231.10,RXRB
ENST00000374680.3,ENSG00000204231.10,RXRB
ENST00000483281.5,ENSG00000204231.10,RXRB
ENST00000483821.1,ENSG00000204231.10,RXRB
ENST00000481441.1,ENSG00000204231.10,RXRB
ENST00000365571.2,ENSG00000202441.2,RNY4P10
ENST00000444757.5,ENSG00000112473.18,SLC39A7
ENST00000374675.7,ENSG00000112473.18,SLC39A7
ENST00000374677.8,ENSG00000112473.18,SLC39A7
ENST00000463972.1,ENSG00000112473.18,SLC39A7
ENST00000374662.4,ENSG00000204228.4,HSD17B8
ENST00000469186.1,ENSG00000204228.4,HSD17B8
ENST00000362166.1,ENSG00000199036.1,MIR219A1
ENST00000374656.5,ENSG00000204227.5,RING1
ENST00000478431.1,ENSG00000204227.5,RING1
ENST00000417480.1,ENSG00000225463.1,ZNF70P1
ENST00000432008.1,ENSG00000223457.1,HTATSF1P1
ENST00000606432.1,ENSG00000272217.1,AL645940.1
ENST00000450514.5,ENSG00000232940.5,HCG25
ENST00000422366.5,ENSG00000232940.5,HCG25
ENST00000427196.1,ENSG00000232940.5,HCG25
ENST00000442228.1,ENSG00000232940.5,HCG25
ENST00000482399.5,ENSG00000223501.9,VPS52
ENST00000478934.5,ENSG00000223501.9,VPS52
ENST00000445902.3,ENSG00000223501.9,VPS52
ENST00000495981.5,ENSG00000223501.9,VPS52
ENST00000493674.5,ENSG00000223501.9,VPS52
ENST00000471309.1,ENSG00000223501.9,VPS52
ENST00000461743.1,ENSG00000223501.9,VPS52
ENST00000493379.1,ENSG00000223501.9,VPS52
ENST00000495755.1,ENSG00000223501.9,VPS52
ENST00000463486.5,ENSG00000223501.9,VPS52
ENST00000464425.1,ENSG00000223501.9,VPS52
ENST00000439602.7,ENSG00000231500.7,RPS18
ENST00000474973.5,ENSG00000231500.7,RPS18
ENST00000474626.5,ENSG00000231500.7,RPS18
ENST00000476222.5,ENSG00000231500.7,RPS18
ENST00000496813.5,ENSG00000231500.7,RPS18
ENST00000490191.5,ENSG00000231500.7,RPS18
ENST00000472218.1,ENSG00000231500.7,RPS18
ENST00000479802.1,ENSG00000231500.7,RPS18
ENST00000451237.2,ENSG00000235863.3,B3GALT4
ENST00000606990.1,ENSG00000235863.3,B3GALT4
ENST00000473611.5,ENSG00000227057.10,WDR46
ENST00000461951.5,ENSG00000227057.10,WDR46
ENST00000374617.9,ENSG00000227057.10,WDR46
ENST00000489905.1,ENSG00000227057.10,WDR46
ENST00000444176.1,ENSG00000227057.10,WDR46
ENST00000488944.5,ENSG00000227057.10,WDR46
ENST00000477718.5,ENSG00000227057.10,WDR46
ENST00000468157.5,ENSG00000227057.10,WDR46
ENST00000481025.1,ENSG00000227057.10,WDR46
ENST00000622788.1,ENSG00000284517.1,MIR6873
ENST00000395131.5,ENSG00000204220.11,PFDN6
ENST00000374606.9,ENSG00000204220.11,PFDN6
ENST00000395134.3,ENSG00000204220.11,PFDN6
ENST00000374610.6,ENSG00000204220.11,PFDN6
ENST00000374607.5,ENSG00000204220.11,PFDN6
ENST00000491382.1,ENSG00000204220.11,PFDN6
ENST00000463584.1,ENSG00000204220.11,PFDN6
ENST00000622807.1,ENSG00000284064.1,MIR6834
ENST00000491168.5,ENSG00000237441.10,RGL2
ENST00000483151.5,ENSG00000237441.10,RGL2
ENST00000437840.6,ENSG00000237441.10,RGL2
ENST00000497454.6,ENSG00000237441.10,RGL2
ENST00000471319.1,ENSG00000237441.10,RGL2
ENST00000476616.1,ENSG00000237441.10,RGL2
ENST00000478610.5,ENSG00000237441.10,RGL2
ENST00000494550.5,ENSG00000237441.10,RGL2
ENST00000485077.5,ENSG00000237441.10,RGL2
ENST00000460988.1,ENSG00000237441.10,RGL2
ENST00000425946.1,ENSG00000237441.10,RGL2
ENST00000434618.6,ENSG00000231925.11,TAPBP
ENST00000475304.5,ENSG00000231925.11,TAPBP
ENST00000489157.5,ENSG00000231925.11,TAPBP
ENST00000426633.6,ENSG00000231925.11,TAPBP
ENST00000480730.5,ENSG00000231925.11,TAPBP
ENST00000437116.2,ENSG00000231925.11,TAPBP
ENST00000456592.3,ENSG00000231925.11,TAPBP
ENST00000467025.1,ENSG00000231925.11,TAPBP
ENST00000476333.1,ENSG00000231925.11,TAPBP
ENST00000418724.1,ENSG00000236104.3,ZBTB22
ENST00000431845.3,ENSG00000236104.3,ZBTB22
ENST00000441117.1,ENSG00000236104.3,ZBTB22
ENST00000266000.10,ENSG00000204209.13,DAXX
ENST00000374542.10,ENSG00000204209.13,DAXX
ENST00000414083.6,ENSG00000204209.13,DAXX
ENST00000620164.4,ENSG00000204209.13,DAXX
ENST00000468536.5,ENSG00000204209.13,DAXX
ENST00000477162.1,ENSG00000204209.13,DAXX
ENST00000490173.1,ENSG00000204209.13,DAXX
ENST00000477370.1,ENSG00000204209.13,DAXX
ENST00000446403.1,ENSG00000204209.13,DAXX
ENST00000498030.1,ENSG00000204209.13,DAXX
ENST00000446511.1,ENSG00000204209.13,DAXX
ENST00000453407.7,ENSG00000285064.1,SMIM40
ENST00000494082.2,ENSG00000285064.1,SMIM40
ENST00000431574.1,ENSG00000229596.3,MYL8P
ENST00000447689.1,ENSG00000228285.2,LYPLA2P1
ENST00000412007.1,ENSG00000225644.1,RPL35AP4
ENST00000428849.7,ENSG00000237649.8,KIFC1
ENST00000450504.1,ENSG00000237649.8,KIFC1
ENST00000486695.1,ENSG00000237649.8,KIFC1
ENST00000494554.2,ENSG00000237649.8,KIFC1
ENST00000374520.1,ENSG00000204194.1,RPL12P1
ENST00000427004.5,ENSG00000112511.17,PHF1
ENST00000487667.5,ENSG00000112511.17,PHF1
ENST00000428274.5,ENSG00000112511.17,PHF1
ENST00000459809.5,ENSG00000112511.17,PHF1
ENST00000374512.7,ENSG00000112511.17,PHF1
ENST00000374516.7,ENSG00000112511.17,PHF1
ENST00000495509.6,ENSG00000112511.17,PHF1
ENST00000488767.1,ENSG00000112511.17,PHF1
ENST00000486845.1,ENSG00000112511.17,PHF1
ENST00000427826.1,ENSG00000112511.17,PHF1
ENST00000479029.1,ENSG00000112511.17,PHF1
ENST00000462802.5,ENSG00000112514.15,CUTA
ENST00000374500.9,ENSG00000112514.15,CUTA
ENST00000479249.5,ENSG00000112514.15,CUTA
ENST00000611509.4,ENSG00000112514.15,CUTA
ENST00000488034.5,ENSG00000112514.15,CUTA
ENST00000607266.5,ENSG00000112514.15,CUTA
ENST00000494751.5,ENSG00000112514.15,CUTA
ENST00000488478.5,ENSG00000112514.15,CUTA
ENST00000482684.5,ENSG00000112514.15,CUTA
ENST00000374484.8,ENSG00000112514.15,CUTA
ENST00000465956.1,ENSG00000112514.15,CUTA
ENST00000440279.7,ENSG00000112514.15,CUTA
ENST00000487637.1,ENSG00000112514.15,CUTA
ENST00000374496.3,ENSG00000112514.15,CUTA
ENST00000492510.1,ENSG00000112514.15,CUTA
ENST00000637194.1,ENSG00000197283.16,SYNGAP1
ENST00000638142.2,ENSG00000197283.16,SYNGAP1
ENST00000646630.1,ENSG00000197283.16,SYNGAP1
ENST00000479510.2,ENSG00000197283.16,SYNGAP1
ENST00000629380.2,ENSG00000197283.16,SYNGAP1
ENST00000644458.1,ENSG00000197283.16,SYNGAP1
ENST00000449372.7,ENSG00000197283.16,SYNGAP1
ENST00000628646.2,ENSG00000197283.16,SYNGAP1
ENST00000418600.7,ENSG00000197283.16,SYNGAP1
ENST00000293748.9,ENSG00000197283.16,SYNGAP1
ENST00000636116.1,ENSG00000197283.16,SYNGAP1
ENST00000637911.1,ENSG00000197283.16,SYNGAP1
ENST00000637490.1,ENSG00000197283.16,SYNGAP1
ENST00000636075.1,ENSG00000197283.16,SYNGAP1
ENST00000637587.1,ENSG00000197283.16,SYNGAP1
ENST00000637052.1,ENSG00000197283.16,SYNGAP1
ENST00000635885.1,ENSG00000197283.16,SYNGAP1
ENST00000636443.1,ENSG00000197283.16,SYNGAP1
ENST00000636731.1,ENSG00000197283.16,SYNGAP1
ENST00000638127.1,ENSG00000197283.16,SYNGAP1
ENST00000637721.1,ENSG00000197283.16,SYNGAP1
ENST00000636905.1,ENSG00000197283.16,SYNGAP1
ENST00000428982.4,ENSG00000197283.16,SYNGAP1
ENST00000645250.1,ENSG00000197283.16,SYNGAP1
ENST00000636193.1,ENSG00000197283.16,SYNGAP1
ENST00000636640.1,ENSG00000197283.16,SYNGAP1
ENST00000637671.1,ENSG00000197283.16,SYNGAP1
ENST00000636436.1,ENSG00000197283.16,SYNGAP1
ENST00000470232.1,ENSG00000197283.16,SYNGAP1
ENST00000636146.1,ENSG00000197283.16,SYNGAP1
ENST00000630418.1,ENSG00000274259.2,SYNGAP1-AS1
ENST00000614205.1,ENSG00000274259.2,SYNGAP1-AS1
ENST00000579078.1,ENSG00000284256.1,MIR5004
ENST00000612775.1,ENSG00000213588.6,ZBTB9
ENST00000621915.1,ENSG00000213588.6,ZBTB9
ENST00000395064.3,ENSG00000213588.6,ZBTB9
ENST00000612407.1,ENSG00000213588.6,ZBTB9
ENST00000612409.1,ENSG00000204188.7,GGNBP1
ENST00000613113.4,ENSG00000204188.7,GGNBP1
ENST00000618642.4,ENSG00000204188.7,GGNBP1
ENST00000374458.5,ENSG00000204188.7,GGNBP1
ENST00000616119.4,ENSG00000204188.7,GGNBP1
ENST00000610663.1,ENSG00000204188.7,GGNBP1
ENST00000460792.3,ENSG00000242014.3,RN7SL26P
ENST00000619776.1,ENSG00000276746.1,RF00017
ENST00000442998.6,ENSG00000030110.13,BAK1
ENST00000360661.9,ENSG00000030110.13,BAK1
ENST00000374467.4,ENSG00000030110.13,BAK1
ENST00000477984.1,ENSG00000197251.3,LINC00336
ENST00000374316.9,ENSG00000096433.11,ITPR3
ENST00000605930.3,ENSG00000096433.11,ITPR3
ENST00000606961.1,ENSG00000137288.10,UQCC2
ENST00000374231.8,ENSG00000137288.10,UQCC2
ENST00000607484.6,ENSG00000137288.10,UQCC2
ENST00000374214.3,ENSG00000137288.10,UQCC2
ENST00000579806.1,ENSG00000266509.1,MIR3934
ENST00000293756.5,ENSG00000161896.12,IP6K3
ENST00000451316.6,ENSG00000161896.12,IP6K3
ENST00000634274.1,ENSG00000161896.12,IP6K3
ENST00000506578.5,ENSG00000161904.12,LEMD2
ENST00000293760.10,ENSG00000161904.12,LEMD2
ENST00000511171.5,ENSG00000161904.12,LEMD2
ENST00000614475.4,ENSG00000161904.12,LEMD2
ENST00000421671.6,ENSG00000161904.12,LEMD2
ENST00000508327.5,ENSG00000161904.12,LEMD2
ENST00000510598.5,ENSG00000161904.12,LEMD2
ENST00000504692.1,ENSG00000161904.12,LEMD2
ENST00000502643.5,ENSG00000161904.12,LEMD2
ENST00000513832.5,ENSG00000161904.12,LEMD2
ENST00000442696.6,ENSG00000161904.12,LEMD2
ENST00000512368.5,ENSG00000161904.12,LEMD2
ENST00000513701.1,ENSG00000161904.12,LEMD2
ENST00000514636.1,ENSG00000161904.12,LEMD2
ENST00000430124.7,ENSG00000096395.11,MLN
ENST00000266003.9,ENSG00000096395.11,MLN
ENST00000507738.1,ENSG00000096395.11,MLN
ENST00000525912.1,ENSG00000249346.6,LINC01016
ENST00000506222.6,ENSG00000249346.6,LINC01016
ENST00000531046.1,ENSG00000249346.6,LINC01016
ENST00000525746.1,ENSG00000249346.6,LINC01016
ENST00000533304.1,ENSG00000249346.6,LINC01016
ENST00000603883.1,ENSG00000271362.1,AL138889.2
ENST00000526556.1,ENSG00000233183.2,AL138889.1
ENST00000451317.2,ENSG00000233183.2,AL138889.1
ENST00000530000.1,ENSG00000233183.2,AL138889.1
ENST00000620587.1,ENSG00000276824.1,MIR7159
ENST00000408770.1,ENSG00000221697.1,MIR1275
ENST00000535756.5,ENSG00000124493.13,GRM4
ENST00000374181.8,ENSG00000124493.13,GRM4
ENST00000538487.6,ENSG00000124493.13,GRM4
ENST00000374177.7,ENSG00000124493.13,GRM4
ENST00000545715.5,ENSG00000124493.13,GRM4
ENST00000609222.5,ENSG00000124493.13,GRM4
ENST00000609860.5,ENSG00000124493.13,GRM4
ENST00000544773.6,ENSG00000124493.13,GRM4
ENST00000455714.6,ENSG00000124493.13,GRM4
ENST00000609278.1,ENSG00000124493.13,GRM4
ENST00000609443.1,ENSG00000124493.13,GRM4
ENST00000609915.1,ENSG00000124493.13,GRM4
ENST00000609973.1,ENSG00000124493.13,GRM4
ENST00000607916.1,ENSG00000124493.13,GRM4
ENST00000604826.1,ENSG00000271231.1,KRT18P9
ENST00000399027.3,ENSG00000214810.4,CYCSP55
ENST00000347617.10,ENSG00000137309.19,HMGA1
ENST00000401473.7,ENSG00000137309.19,HMGA1
ENST00000311487.9,ENSG00000137309.19,HMGA1
ENST00000447654.5,ENSG00000137309.19,HMGA1
ENST00000478214.1,ENSG00000137309.19,HMGA1
ENST00000374116.3,ENSG00000137309.19,HMGA1
ENST00000621552.1,ENSG00000276404.1,MIR6835
ENST00000636500.1,ENSG00000186577.14,SMIM29
ENST00000476320.6,ENSG00000186577.14,SMIM29
ENST00000481533.5,ENSG00000186577.14,SMIM29
ENST00000413013.6,ENSG00000186577.14,SMIM29
ENST00000394990.8,ENSG00000186577.14,SMIM29
ENST00000637920.1,ENSG00000186577.14,SMIM29
ENST00000463083.1,ENSG00000186577.14,SMIM29
ENST00000468145.1,ENSG00000186577.14,SMIM29
ENST00000495581.1,ENSG00000186577.14,SMIM29
ENST00000586726.2,ENSG00000225339.3,AL354740.1
ENST00000612837.1,ENSG00000225339.3,AL354740.1
ENST00000593917.2,ENSG00000225339.3,AL354740.1
ENST00000429998.3,ENSG00000225339.3,AL354740.1
ENST00000586413.1,ENSG00000225339.3,AL354740.1
ENST00000402419.1,ENSG00000220583.1,RPL35P2
ENST00000607016.2,ENSG00000272325.2,NUDT3
ENST00000639725.1,ENSG00000270800.3,RPS10-NUDT3
ENST00000639877.1,ENSG00000270800.3,RPS10-NUDT3
ENST00000605528.2,ENSG00000270800.3,RPS10-NUDT3
ENST00000494077.6,ENSG00000270800.3,RPS10-NUDT3
ENST00000464218.5,ENSG00000124614.15,RPS10
ENST00000467531.5,ENSG00000124614.15,RPS10
ENST00000621356.3,ENSG00000124614.15,RPS10
ENST00000344700.8,ENSG00000124614.15,RPS10
ENST00000644700.1,ENSG00000124614.15,RPS10
ENST00000648437.1,ENSG00000124614.15,RPS10
ENST00000326199.12,ENSG00000124614.15,RPS10
ENST00000644393.1,ENSG00000124614.15,RPS10
ENST00000480942.1,ENSG00000124614.15,RPS10
ENST00000620693.4,ENSG00000124507.11,PACSIN1
ENST00000244458.7,ENSG00000124507.11,PACSIN1
ENST00000374043.6,ENSG00000124507.11,PACSIN1
ENST00000493633.5,ENSG00000124507.11,PACSIN1
ENST00000538621.2,ENSG00000124507.11,PACSIN1
ENST00000486120.5,ENSG00000124507.11,PACSIN1
ENST00000487760.1,ENSG00000124507.11,PACSIN1
ENST00000374037.8,ENSG00000124664.11,SPDEF
ENST00000544425.2,ENSG00000124664.11,SPDEF
ENST00000339867.4,ENSG00000196114.3,AL031577.1
ENST00000374023.8,ENSG00000196821.10,C6orf106
ENST00000374026.7,ENSG00000196821.10,C6orf106
ENST00000374021.1,ENSG00000196821.10,C6orf106
ENST00000404151.1,ENSG00000216636.1,RPL7P25
ENST00000585129.2,ENSG00000265123.2,RN7SL200P
ENST00000404133.1,ENSG00000220643.1,AL031577.2
ENST00000606971.5,ENSG00000272288.5,AL451165.2
ENST00000606496.1,ENSG00000272288.5,AL451165.2
ENST00000334441.4,ENSG00000186328.4,AL451165.1
ENST00000408001.1,ENSG00000217130.1,AL139100.1
ENST00000244520.10,ENSG00000124562.10,SNRPC
ENST00000374018.5,ENSG00000124562.10,SNRPC
ENST00000374017.3,ENSG00000124562.10,SNRPC
ENST00000474635.1,ENSG00000124562.10,SNRPC
ENST00000452449.6,ENSG00000065060.17,UHRF1BP1
ENST00000192788.6,ENSG00000065060.17,UHRF1BP1
ENST00000383990.1,ENSG00000206717.1,RF00019
ENST00000516297.2,ENSG00000252106.2,RNY3P15
ENST00000650109.1,ENSG00000064995.17,TAF11
ENST00000361288.8,ENSG00000064995.17,TAF11
ENST00000420584.3,ENSG00000064995.17,TAF11
ENST00000360359.5,ENSG00000064999.15,ANKS1A
ENST00000649117.1,ENSG00000064999.15,ANKS1A
ENST00000650178.1,ENSG00000064999.15,ANKS1A
ENST00000470698.1,ENSG00000064999.15,ANKS1A
ENST00000339579.5,ENSG00000187762.5,HSPE1P11
ENST00000616756.1,ENSG00000273870.1,AL138721.1
ENST00000412155.6,ENSG00000124678.18,TCP11
ENST00000373979.6,ENSG00000124678.18,TCP11
ENST00000502480.5,ENSG00000124678.18,TCP11
ENST00000504758.5,ENSG00000124678.18,TCP11
ENST00000505911.5,ENSG00000124678.18,TCP11
ENST00000455706.6,ENSG00000124678.18,TCP11
ENST00000444780.6,ENSG00000124678.18,TCP11
ENST00000311875.10,ENSG00000124678.18,TCP11
ENST00000611141.4,ENSG00000124678.18,TCP11
ENST00000244645.7,ENSG00000124678.18,TCP11
ENST00000373974.8,ENSG00000124678.18,TCP11
ENST00000512012.5,ENSG00000124678.18,TCP11
ENST00000418521.6,ENSG00000124678.18,TCP11
ENST00000427376.6,ENSG00000124678.18,TCP11
ENST00000486638.1,ENSG00000124678.18,TCP11
ENST00000469514.5,ENSG00000124678.18,TCP11
ENST00000492680.6,ENSG00000124678.18,TCP11
ENST00000507706.5,ENSG00000124678.18,TCP11
ENST00000479418.6,ENSG00000124678.18,TCP11
ENST00000505400.5,ENSG00000124678.18,TCP11
ENST00000509988.5,ENSG00000124678.18,TCP11
ENST00000505335.1,ENSG00000124678.18,TCP11
ENST00000445851.6,ENSG00000124678.18,TCP11
ENST00000510465.5,ENSG00000124678.18,TCP11
ENST00000394696.8,ENSG00000124678.18,TCP11
ENST00000503908.5,ENSG00000124678.18,TCP11
ENST00000503195.5,ENSG00000124678.18,TCP11
ENST00000514751.1,ENSG00000124678.18,TCP11
ENST00000274938.8,ENSG00000146197.9,SCUBE3
ENST00000605896.1,ENSG00000272374.1,Z97832.2
ENST00000491400.5,ENSG00000065029.15,ZNF76
ENST00000229405.8,ENSG00000065029.15,ZNF76
ENST00000469195.5,ENSG00000065029.15,ZNF76
ENST00000486891.5,ENSG00000065029.15,ZNF76
ENST00000484932.5,ENSG00000065029.15,ZNF76
ENST00000460229.1,ENSG00000065029.15,ZNF76
ENST00000373953.8,ENSG00000065029.15,ZNF76
ENST00000339411.5,ENSG00000065029.15,ZNF76
ENST00000482946.1,ENSG00000065029.15,ZNF76
ENST00000479226.1,ENSG00000065029.15,ZNF76
ENST00000498555.1,ENSG00000065029.15,ZNF76
ENST00000402490.1,ENSG00000217004.1,Z97832.1
ENST00000316637.7,ENSG00000023892.11,DEF6
ENST00000444278.2,ENSG00000023892.11,DEF6
ENST00000468102.1,ENSG00000023892.11,DEF6
ENST00000360694.8,ENSG00000112033.14,PPARD
ENST00000418635.6,ENSG00000112033.14,PPARD
ENST00000448077.6,ENSG00000112033.14,PPARD
ENST00000337400.6,ENSG00000112033.14,PPARD
ENST00000311565.4,ENSG00000112033.14,PPARD
ENST00000436521.2,ENSG00000227154.4,AL022721.1
ENST00000648059.1,ENSG00000112039.4,FANCE
ENST00000229769.2,ENSG00000112039.4,FANCE
ENST00000322203.7,ENSG00000198755.11,RPL10A
ENST00000467020.5,ENSG00000198755.11,RPL10A
ENST00000490335.4,ENSG00000198755.11,RPL10A
ENST00000464112.5,ENSG00000198755.11,RPL10A
ENST00000478340.2,ENSG00000198755.11,RPL10A
ENST00000619751.1,ENSG00000276712.1,MIR7111
ENST00000402886.8,ENSG00000007866.21,TEAD3
ENST00000338863.12,ENSG00000007866.21,TEAD3
ENST00000639578.2,ENSG00000007866.21,TEAD3
ENST00000322263.8,ENSG00000112041.13,TULP1
ENST00000229771.11,ENSG00000112041.13,TULP1
ENST00000614066.4,ENSG00000112041.13,TULP1
ENST00000495781.1,ENSG00000112041.13,TULP1
ENST00000496434.5,ENSG00000112041.13,TULP1
ENST00000373892.4,ENSG00000112041.13,TULP1
ENST00000428978.1,ENSG00000112041.13,TULP1
ENST00000448446.2,ENSG00000112041.13,TULP1
ENST00000450618.1,ENSG00000228559.1,AL033519.3
ENST00000403958.1,ENSG00000219023.1,AL033519.2
ENST00000536438.5,ENSG00000096060.14,FKBP5
ENST00000539068.5,ENSG00000096060.14,FKBP5
ENST00000357266.8,ENSG00000096060.14,FKBP5
ENST00000542713.1,ENSG00000096060.14,FKBP5
ENST00000407266.1,ENSG00000218749.1,AL033519.1
ENST00000391277.1,ENSG00000212579.1,RF00561
ENST00000583739.1,ENSG00000265527.1,MIR5690
ENST00000452048.1,ENSG00000232909.1,AL157823.2
ENST00000373869.7,ENSG00000157343.8,ARMC12
ENST00000288065.6,ENSG00000157343.8,ARMC12
ENST00000373866.3,ENSG00000157343.8,ARMC12
ENST00000471400.1,ENSG00000157343.8,ARMC12
ENST00000403727.1,ENSG00000220734.1,AL157823.1
ENST00000481904.5,ENSG00000196748.10,CLPSL2
ENST00000403376.4,ENSG00000196748.10,CLPSL2
ENST00000360454.6,ENSG00000196748.10,CLPSL2
ENST00000467122.1,ENSG00000196748.10,CLPSL2
ENST00000373861.6,ENSG00000204140.10,CLPSL1
ENST00000428710.1,ENSG00000204140.10,CLPSL1
ENST00000259938.6,ENSG00000137392.9,CLPS
ENST00000616014.3,ENSG00000137392.9,CLPS
ENST00000622413.2,ENSG00000137392.9,CLPS
ENST00000651132.1,ENSG00000197753.10,LHFPL5
ENST00000651994.1,ENSG00000197753.10,LHFPL5
ENST00000360215.3,ENSG00000197753.10,LHFPL5
ENST00000645222.2,ENSG00000197753.10,LHFPL5
ENST00000651676.1,ENSG00000197753.10,LHFPL5
ENST00000652718.1,ENSG00000197753.10,LHFPL5
ENST00000496656.2,ENSG00000197753.10,LHFPL5
ENST00000373825.7,ENSG00000096063.16,SRPK1
ENST00000361690.7,ENSG00000096063.16,SRPK1
ENST00000346162.10,ENSG00000096063.16,SRPK1
ENST00000423325.6,ENSG00000096063.16,SRPK1
ENST00000505885.1,ENSG00000096063.16,SRPK1
ENST00000507292.1,ENSG00000096063.16,SRPK1
ENST00000502969.1,ENSG00000096063.16,SRPK1
ENST00000510290.5,ENSG00000096063.16,SRPK1
ENST00000373821.6,ENSG00000096063.16,SRPK1
ENST00000508473.5,ENSG00000096063.16,SRPK1
ENST00000512445.5,ENSG00000096063.16,SRPK1
ENST00000513367.1,ENSG00000096063.16,SRPK1
ENST00000507909.1,ENSG00000096063.16,SRPK1
ENST00000490799.5,ENSG00000112053.13,SLC26A8
ENST00000466805.5,ENSG00000112053.13,SLC26A8
ENST00000394602.6,ENSG00000112053.13,SLC26A8
ENST00000355574.6,ENSG00000112053.13,SLC26A8
ENST00000465492.1,ENSG00000112053.13,SLC26A8
ENST00000486155.1,ENSG00000112053.13,SLC26A8
ENST00000469847.5,ENSG00000112053.13,SLC26A8
ENST00000480663.1,ENSG00000112053.13,SLC26A8
ENST00000605269.1,ENSG00000271304.2,DPRXP2
ENST00000649782.1,ENSG00000271304.2,DPRXP2
ENST00000622903.4,ENSG00000112062.10,MAPK14
